ex_serial|ex_type|ex_code|ex_body_part|ex_description
320|SC|S51       |CH|Bronchoscopy (with MRT and II)
896|SC|U97       |CH|US Machine Time 30 Minutes
3925|SC|V86       |CD|Thrombolysis - set up infusion*
3926|SC|V87       |CD|Thrombolysis - Check
3535|SC|ZCMBILCA  |OT|ZCMBILCARM^Bilateral Fluroscopy Injectio
3593|SC|ZCMD10    |OT|ZCMD10^CHEST SCREENING
3574|SC|ZCMF06    |OT|ZCMF06^SIALOGRAM(WITH PLAIN FILMS)
3620|SC|ZCMF12    |OT|ZCMF12^BARIUM MEAL
3596|SC|ZCMG02    |OT|ZCMG02^IVU
3622|SC|ZCMG05    |OT|ZCMG05^M.C.U.
3598|SC|ZCMH08    |OT|ZCMH08^H.S.G.
3578|SC|ZCMJ05    |OT|ZCMJ05^DACROCYSTOGRAM
3249|SC|ZCRA16    |OT|ZCRA16^Arthrogram (inc Cont)
7783|SC|ZCRADD0101|OT|ZCRADD017^Interventional Fluoro Procedur
6727|SC|ZCRADD08  |OT|ZCRADD082^Consumables
6728|SC|ZCRADD0801|OT|ZCRADD083^IVC Filter
6782|SC|ZCRADD0802|OT|ZCRADD084^IVC Retrieval Set
8673|SC|ZCRADI7702|OT|ZCRADI770^Shortfall - PRP Injection
3152|SC|ZCRB24    |OT|ZCRB24^Arthrogram (inc Cont)
3679|SC|ZCRB25    |OT|ZCRB25^Venogram (inc Cont)
7155|SC|ZCRB26    |OT|ZCRB26^Bilateral Venograms
7841|SC|ZCRCTL5002|OT|ZCRCTL500A^CT Leg Lengths (Additional Re
8515|SC|ZCRCTL5301|OT|ZCRCTL530A^CT Ankle (secondary)
7041|SC|ZCRD11    |OT|ZCRD11^Sinogram
6899|SC|ZCRF06    |OT|ZCRF06^Sialogram
3359|SC|ZCRF10    |OT|ZCRF10^Contrast Swallow - Oesophagus
3331|SC|ZCRF15    |OT|ZCRF15^Contrast Enema/Pouchogram
3209|SC|ZCRF16    |OT|ZCRF16^Double contrast enema
6927|SC|ZCRF21    |OT|ZCRF21^T-tube cholangiogram
3031|SC|ZCRF30    |OT|ZCRF30^Upper GI Series
7201|SC|ZCRF32    |OT|ZCRF32^Small Intestine Enteroclysis
3214|SC|ZCRF33    |OT|ZCRF33^Dynamic Proctogram
3074|SC|ZCRF35    |OT|ZCRF35^Video Swallow
3367|SC|ZCRF36    |OT|ZCRF36^Small Bowel Follow Through
3623|SC|ZCRG04    |OT|ZCRG04^Retrograde Cystogram
3217|SC|ZCRG05    |OT|ZCRG05^Micturating Cystourethrogram
3460|SC|ZCRG06    |OT|ZCRG06^Ascending Urethrogram
6491|SC|ZCRG06A   |OT|ZCRG06A^Ascending Urethro (Additional Re
3132|SC|ZCRG30    |OT|ZCRG30^Nephrostogram
3548|SC|ZCRG40    |OT|ZCRG40^Percutaneous Nephrostomy Insertio
3373|SC|ZCRG41    |OT|ZCRG41^Percutaneous Renal Stone Extracti
3783|SC|ZCRG42    |OT|ZCRG42^Percutaneous Tube Change
3560|SC|ZCRG43    |OT|ZCRG43^Radiologist Renal Stone Extractio
6778|SC|ZCRG44    |OT|ZCRG44^Renal JJ Stent Insertion
3227|SC|ZCRG50    |OT|ZCRG50^Cystourethrogram (Urodynamic)
3049|SC|ZCRH08    |OT|ZCRH08^Hysterosalpingogram
6550|SC|ZCRJ05    |OT|ZCRJ05^Dacrocystogram
3892|SC|ZCRJ41    |OT|ZCRJ41^Myelogram
3714|SC|ZCRJ45    |OT|ZCRJ45^Discogram
3064|SC|ZCRK05    |OT|ZCRK05^Fluoroscopy (Pain Manage)/45 Minu
3212|SC|ZCRK06    |OT|ZCRK06^Fluoroscopy only
6385|SC|ZCRK106   |OT|ZCRK106^II Theatre - Report Required - 1
6407|SC|ZCRK107   |OT|ZCRK107^II Theatre - Report Required - 1
3230|SC|ZCRK60    |OT|ZCRK60^Percutaneous Drainage
7250|SC|ZCRK61    |OT|ZCRK61^Percutaneous Drainage Complex
3651|SC|ZCRK62    |OT|ZCRK62^Catheter Injection
3140|SC|ZCRK63    |OT|ZCRK63^NG Insertion
3888|SC|ZCRK86    |OT|ZCRK86^2D THEATRE IMAGING 1/2 HR CHARGE
3890|SC|ZCRK87    |OT|ZCRK87^2D THEATRE IMAGING 1 HR CHARGE PE
3902|SC|ZCRK88    |OT|ZCRK88^3D THEATRE IMAGING 1/2 HR CHARGE
3889|SC|ZCRK89    |OT|ZCRK89^3D THEATRE IMAGING 1 HR CHARGE PE
8639|SC|ZCRRFA30  |OT|ZCRRFA300^RF Barium Meal
8655|SC|ZCRRFA32  |OT|ZCRRFA329^RF Double Contrast Enema/Pouch
8694|SC|ZCRRFA33  |OT|ZCRRFA330^RF Dynamic Proctogram
7406|SC|ZCRRFA60  |OT|ZCRRFA600^Urodynamic Study
7442|SC|ZCRRFA80  |OT|ZCRRFA800^Urethrogram
7519|SC|ZCRRFA8001|OT|ZCRRFA804^T-Tube Cholangiogram
7480|SC|ZCRRFA82  |OT|ZCRRFA820^Cystogram
7520|SC|ZCRRFA8201|OT|ZCRRFA823^Nephrostogram
7423|SC|ZCRRFA83  |OT|ZCRRFA832^Percutaneous Tube Change
7456|SC|ZCRRFA8301|OT|ZCRRFA830^Percutaneous Nephrostomy Inser
7468|SC|ZCRRFA8302|OT|ZCRRFA834^Renal JJ Stent Insertion
7581|SC|ZCRRFA8303|OT|ZCRRFA833^Radiologist Renal Stone Extrac
7447|SC|ZCRRFA85  |OT|ZCRRFA855^Hysterosalpingogram
7476|SC|ZCRRFA8501|OT|ZCRRFA850^Percutaneous Drainage Simple
7577|SC|ZCRRFA8502|OT|ZCRRFA851^Percutaneous Drainage Complex
7007|SC|ZCRRFA88  |OT|ZCRRFA883^Small Bowel Follow Through
7408|SC|ZCRRFA8801|OT|ZCRRFA881^Barium Meal/Swallow
7418|SC|ZCRRFA8802|OT|ZCRRFA882^Contrast Enema/Pouchogram
7433|SC|ZCRRFA8803|OT|ZCRRFA889^Dynamic Proctogram
8813|SC|ZCRRFC10  |OT|ZCRRFC100^RF Diaphragm Screening
7149|SC|ZCRRFC80  |OT|"ZCRRFC800^Diaphragmatic Screening ""Sniff"
7420|SC|ZCRRFC8001|OT|ZCRRFC801^PICC Line Insertion
7448|SC|ZCRRFC8002|OT|ZCRRFC802^CICC Line Insertion
7483|SC|ZCRRFC8003|OT|ZCRRFC804^Interventional Radiol Cath Lab
7682|SC|ZCRRFC8004|OT|ZCRRFC803^Interventional Radiol Cath Lab
7463|SC|ZCRRFH81  |OT|ZCRRFH810^Sialogram
7674|SC|ZCRRFH8101|OT|ZCRRFH811^Dacrocystogram
8552|SC|ZCRRFI70  |OT|ZCRRFI700^RF Arthogram pre MRI/CT (n/c)
8599|SC|ZCRRFI71  |OT|ZCRRFI710^RF Joint Inj./Aspiration - ste
8910|SC|ZCRRFI7101|OT|ZCRRFI711^RF Injec/Aspiration - non join
8879|SC|ZCRRFI72  |OT|ZCRRFI721^RF PRP Injection
8580|SC|ZCRRFI75  |OT|ZCRRFI752^RF PICC Line Insertion
8733|SC|ZCRRFI7501|OT|ZCRRFI753^RF CICC Line Insertion
8474|SC|ZCRRFI76  |OT|ZCRRFI761^RF Urethrogram
8765|SC|ZCRRFI7601|OT|ZCRRFI760^RF Urodynamic Study
8853|SC|ZCRRFI7602|OT|ZCRRFI766^RF Nephrostogram
8886|SC|ZCRRFI77  |OT|ZCRRFI774^RF Tubogram - Contrast Study
8759|SC|ZCRRFI78  |OT|ZCRRFI781^RF Percutaneous Drainage - com
9056|SC|ZCRRFI7801|OT|ZCRRFI780^RF Percutaneous Drainage - sim
7530|SC|ZCRRFM10  |OT|ZCRRFM101^Fluoroscopy (Pain Manage) 30 m
7660|SC|ZCRRFM1001|OT|ZCRRFM100^Fluoroscopy (per 30mins)
8424|SC|ZCRRFN05  |OT|ZCRRFN051^RF Barium Swallow (Upper G/I s
7378|SC|ZCRRFZ81  |OT|ZCRRFZ810^Injection or Aspiration under
7388|SC|ZCRRFZ8101|OT|ZCRRFZ812^Fluoroscopy PRP Injection
7025|SC|ZCRRFZ85  |OT|ZCRRFZ851^Screening PRP Injection
7419|SC|ZCRRFZ86  |OT|ZCRRFZ865^Fluoroscopy Arthrogram Injecti
6726|SC|ZCRRFZ87  |OT|ZCRRFZ870^Interventional Radiologist / 1
6725|SC|ZCRRFZ90  |OT|ZCRRFZ900^Fluoroscopy Room Charge / 15mi
8524|SC|ZCRRFZ9001|OT|ZCRRFZ902^RF Pain Management (30mins)
6614|SC|ZCRRFZ92  |OT|ZCRRFZ925^FLUORO IN ADDITION & NOT CHARG
7119|SC|ZCRRFZ9201|OT|ZCRRFZ920^Screening Images Transferred t
6670|SC|ZCRRFZ99  |OT|ZCRRFZ999^No Imaging Performed - SCREENI
7412|SC|ZCRRFZ9901|OT|ZCRRFZ990^Fluoro - No Imaging Performed/
8744|SC|ZCRRFZ9902|OT|ZCRRFZ995^RF In Addition (not charged)
3739|SC|ZCRV01    |OT|ZCRV01^SX Health Angiographic & Interven
3834|SC|ZCRV04    |OT|ZCRV04^SX Peripheral Angioplasty / Singl
3213|SC|ZCRV10    |OT|ZCRV10^Angiography and/or Angioplasty
3088|SC|ZCRV40    |OT|ZCRV40^Injection under Fluoroscopy
3790|SC|ZCRV40A   |OT|ZCRV40A^Injection under Fluoroscopy (Add
3235|SC|ZCRV51    |OT|ZCRV51^PICC Line Insertion
7340|SC|ZCRV55    |OT|ZCRV55^CICC Line Insertion
3185|SC|ZCRV95    |OT|ZCRV95^Interventional Radiologist Servic
3374|SC|ZCRV97    |OT|ZCRV97^Interventional Radiol Services (C
6866|SC|ZCRXAZ92  |OT|ZCRXAZ925^II IN ADDITION & NOT CHARGED
8440|SC|ZCRXRE85  |OT|ZCRXRE855^II MRT in Theatre (30mins)
8484|SC|ZCRXRE8501|OT|ZCRXRE858^O-Arm in Theatre (30 mins)
8534|SC|ZCRXRE8502|OT|ZCRXRE856^II MRT in Theatre + report (30
8699|SC|ZCRXRE8503|OT|ZCRXRE857^II MRT in Theatre (after 5pm)
8736|SC|ZCRXRE8504|OT|ZCRXRE855EX^II MRT in Theatre - after 30
8842|SC|ZCRXRE99  |OT|ZCRXRE990^II Incomplete/No Imaging
6607|SC|ZCRXRO13  |OT|ZCRXRO134^II MRT- No Report Required -1/
6608|SC|ZCRXRO1301|OT|ZCRXRO135^II MRT- No Report Required -1
6730|SC|ZCRXRO1305|OT|ZCRXRO133^3D THEATRE IMAGING 1 HR CHARGE
8048|SC|ZCRXRO92  |OT|ZCRXRO925^Theatre - II in Addition and N
7524|SC|ZCRXRO99  |OT|ZCRXRO999^No Imaging Performed - II
3145|SC|ZCRY10    |OT|ZCRY10^FLUORO IN ADDITION & NOT CHARGED
3861|SC|ZCRY14    |OT|ZCRY14^SCREENING unable to be performed
6055|SC|ZCRY21    |OT|ZCRY21^Imaging Not Performed - II
6518|SC|ZCRY25    |OT|ZCRY25^Fluoro Injection Order Closed
6035|SC|ZCRZ130   |OT|ZCRZ130^APPMDM Video Swallow
6299|SC|ZCRZ58    |OT|ZCRZ58^CAT K STUDY
7808|SC|ZCRZTHFL  |OT|ZCRZTHFLURE02^ZTHFLURER^Right Ureterosco
7813|SC|ZCRZTHFL01|OT|ZCRZTHFLWRI01^ZTHFLWRIR^Right Wrist Scre
7814|SC|ZCRZTHFL02|OT|ZCRZTHFLWRI^ZTHFLWRIL^Left Wrist Screeni
7821|SC|ZCRZTHFL03|OT|ZCRZTHFLMCU^ZTHFLMCUR^MCU - Radiologist
7822|SC|ZCRZTHFL04|OT|ZCRZTHFLLOO^ZTHFLLOOP^Loopogram Screenin
7823|SC|ZCRZTHFL05|OT|ZCRZTHFLENE01^ZTHFLENEWS^Water Soluble E
8810|SC|ZCRZZCRF  |OT|ZCRZZCRFA60^ZZCRFA600^Urodynamic Study
7251|US|EC01      |CH|Adult Transthoracic Echo
7252|US|EC02      |CH|Limited Adult Transthoracic Echo
7253|US|EC03      |CH|Limited Oncology Echo
7254|US|EC04      |CH|Paediatric Transthoracic Echo
7255|US|EC05      |CH|Dobutamine Echo
7256|US|EC06      |CH|Exercise Echo
7257|US|EC07      |CH|Transoesophageal Echo
7258|US|EC08      |CH|Transoesophageal Echo - Cardioversion
7259|US|EC09      |CH|Intra-Op Transoesophageal Echo
7260|US|EC10      |CH|Cath Lab Transoesophageal Echo
7261|US|EC11      |CH|Cath Lab Transthoracic Echo - no rep.
7262|US|EC12      |CH|Cath Lab Intracardiac Echo - no rep.
7263|US|EC13      |CH|Transthoracic Echo with Contrast
7264|US|EC14      |CH|Dobutamine Echo with Contrast
7269|US|EC15      |CH|Transthoracic Echo with bubble study 
7643|US|EC16      |CH|Adult CHD (Complex)
7644|US|EC17      |CH|Adult CHD (Standard)
7645|US|EC18      |CH|Paediatric CHD (Complex)
7646|US|EC19      |CH|Paediatric CHD (Standard)
8356|US|EC20      |CH|Starship/ACHD Echo- no rep
7147|US|FASTUS    |OT|MCI - Any US study
7541|US|H20FMU    |OB|US Paed Head -  No Report
7542|US|H25FMU    |OB|US Paed Cardiac - Detailed -  No Report
7547|US|H26FMU    |OB|US Paed Cardiac - Follow Up-No Report
7548|US|H27FMU    |OB|US Paed Spine - No Report
7549|US|H60FMU    |OB|INTRAUTERINE BLOOD TRANSFUSION - No Rept
7550|US|H61FMU    |OB|FETAL AMNIO DRAINAGE -  No Report
7566|US|H62FAFMU  |OB|US 1st Trimester (<16 Weeks) FA- No Rept
7551|US|H62FMU    |OB|US 1st Trimester (<16 Weeks) - No Report
7552|US|H63FMU    |OB|US Pregnancy with UA Doppler - No Report
7553|US|H64FMU    |OB|US Vaginal Pregnancy - No Report
7554|US|H65FMU    |OB|US Multiple Pregnancy - No Report
7555|US|H66FMU    |OB|US Follow Up Multiple Pregnancy-No Rept
7556|US|H67FMU    |OB|US 16-20 Week Pregnancy - No Report
7557|US|H68FMU    |OB|US 21-27 Week Pregnancy - No Report
7558|US|H69FMU    |OB|US >27 Week Pregnancy -  No Report
7559|US|H71FMU    |OB|US Pregnancy Extended Anatomy - No Rept
7560|US|H72FMU    |OB|US Pregnancy with Fetal Echo - No Report
7561|US|H73FMU    |OB|US UA DOPPLER -  No Report
7562|US|H80FMU    |OB|US Pregnancy with Amniocentesis-No Rept
7563|US|H81FMU    |OB|US Chorionic Villus Sampling -No Report
7564|US|H90FMU    |OB|US Vaginal Pelvis -  No Report
7565|US|H91FMU    |OB|US GUIDED FETOCIDE -  No Report
730|US|L20       |HD|US Paed Head
619|US|L25       |CH|US Paed Cardiac - Detailed
620|US|L26       |CH|US Paed Cardiac - Follow Up
621|US|L27       |SP|US Paed Spine
622|US|L62       |OB|US 1st Trimester (<16 Weeks) Pregnancy
623|US|L63       |AB|US Pregnancy with UA Doppler
721|US|L64       |OB|US Vaginal Pregnancy
624|US|L65       |OB|US Multiple Pregnancy
625|US|L66       |OB|US follow Up Multiple Pregnancy
626|US|L67       |OB|US 16-20 Week Pregnancy
627|US|L68       |OB|US 21-27 Week Pregnancy
628|US|L69       |OB|US >27 Week Pregnancy
629|US|L71       |OB|US Pregnancy Extended Anatomy Assessment
630|US|L72       |OB|US Pregnancy with Fetal Echocardiography
641|US|L73       |OB|US UA DOPPLER
631|US|L80       |OB|US Pregnancy with Amniocentesis
632|US|L81       |OB|US Chorionic Villus Sampling
642|US|L90       |OB|US Vaginal Pelvis
1067|US|M11       |CH|US Hookwire + Specimen
168|US|M20       |OT|US Fine Needle Aspiration (FNA)
931|US|N62       |OB|US Nuchal Translucency
6842|US|N62NR     |AB|Pregnancy Non-Resident
6823|US|NMURO     |AB|NMDHB Urology US - NO REPORT
7229|US|PANDEMICUS|NA|Pandemic appt delay/reschedule US
6820|US|POCUS     |OT|POCUS - EOE & Imaging
7005|US|POCUS1    |OT|POCUS - Imaging but no EOE
7040|US|POCUS2    |OT|POCUS - EOE but no Imaging
465|US|PR5       |OB|HBL PREGNANCY (CRG and CMI ONLY)
7015|US|PSCAU17   |OT|Prem Study Carotid Artery Ultrasound
5|US|U01       |AB|US Upper Abdomen
23|US|U02       |AB|US Biliary Tract
934|US|U03       |AB|US Renal Tract
246|US|U04       |AB|US Abdominal Aorta
59|US|U05       |AB|US Pelvis
6858|US|U05FA     |OB|US Pelvis (FA)
8065|US|U05PF     |AB|US Pelvic Floor
93|US|U07       |AB|US Abdomen and Pelvis
197|US|U08       |AB|US Transrectal Prostate
274|US|U09       |AB|US Residual Bladder
142|US|U10       |AB|US Scrotum
987|US|U100      |OT|US MSK procedure
7675|US|U101      |NK|US Neck
992|US|U102      |PV|US Hip or Buttock
7241|US|U1022     |PV|US Bilateral Hips or Buttock
993|US|U103      |LL|US Knee
7245|US|U1032     |LL|US Bilateral Knees
994|US|U104      |FT|US Ankle or Foot
7242|US|U1042     |FT|US Bilateral Ankles/Feet
995|US|U105      |LA|US Elbow
7243|US|U1052     |LA|US Bilateral Elbows
996|US|U106      |WR|US Wrist or Hand
997|US|U107      |AB|US Groin
7246|US|U1072     |AB|US Bilateral Groin
998|US|U108      |NK|US Salivary Gland
999|US|U109      |OT|US Palpable Lump Misc
262|US|U11       |NK|US Thyroid
1003|US|U110      |AB|US Abdomen XMTS
1004|US|U111      |CH|US Chest XMTS
1005|US|U112      |OT|US Wound
1006|US|U113      |AB|US Abdominal Wall
1008|US|U114      |OT|US Temporal Artery
1009|US|U115      |OT|US Vascular Misc
6771|US|U117      |OT|US Stent Surveillance
1064|US|U120      |OT|US SONOHYSTEROGRAM
76|US|U121      |AB|US Renal Artery Doppler 
3640|US|U122      |OB|US FOLLICLE TRACKING
6859|US|U122FA    |OB|US Follical Tracking (FA)
3655|US|U123      |AB|US Elastography
3678|US|U124      |OT|US - Bedside WCDHB - NO REPORT
3896|US|U125      |AB|US Elastography
3897|US|U126      |CH|US Duplex/Doppler US Chest
7065|US|U127      |OT|CONTRAST
7743|US|U12B      |CH|US Breast (bilateral)
3009|US|U12RAD    |CH|US Breast by Radiologist (SCDHB)
173|US|U12U      |CH|US Breast (unilateral)
103|US|U13       |OT|US Superficial Structures - Misc
7280|US|U130      |UL|US Upper Limb Veins - both sides
7281|US|U131      |UL|US Upper Limb Veins - 1 side only
249|US|U14       |PV|US Hips (Non CDH Screening)
310|US|U15       |UA|US Shoulder
7240|US|U152      |UA|US Bilateral Shoulders
19|US|U16       |OT|US Musculoskeletal - Misc
307|US|U17       |HD|US Eyes
7079|US|U18       |AB|US ACUTE ABDOMEN
7078|US|U19       |AB|US LIVER SURVEILLANCE
7100|US|U194      |OT|US Rheumatoid - Synovitis assessment
309|US|U20       |HD|US Paed Head
357|US|U21       |AB|US Pylorus
3010|US|U21RAD    |AB|US Pylorus by Radiologist (SCDHB)
210|US|U22       |PV|US Paed Hips (CDH screening)
269|US|U23       |OT|US Paed Miscellaneous
110|US|U24       |AB|US Paed Urinary Tract (under 5yrs)
438|US|U25       |CH|US Paed Cardiac - Detailed
428|US|U26       |CH|US Paed Cardiac - Follow Up
439|US|U27       |SP|US Paed Spine
380|US|U28       |AB|US Paed Abdomen
153|US|U30       |OT|US Adult (Miscellaneous)
6937|US|U31       |OT|US Miscellaneous
6938|US|U32       |OT|US Foreign Body
967|US|U38       |OT|US MUSC/SKELETAL (BY RADIOLOGIST)
968|US|U39       |OT|US MUSC/SKELETAL (BY SONOGRAPHER)
293|US|U40       |CH|US Cardiac (Adult)
155|US|U41       |CH|US Chest and Pericardium
879|US|U42       |AB|US Transvaginal/Transabdominal Pelvis
880|US|U43       |OB|US Transvaginal/Transabdominal Pregnancy
464|US|U49       |OT|US PSEUDOANEURYSM
202|US|U50       |OT|US Colour/Duplex Scan - Misc
70|US|U51       |NK|US Carotid Arts with Colour/Duplex
69|US|U52       |PV|US Lower Limb Vein - both sides
68|US|U53       |PV|US Lower Limb Veins - 1 side only
224|US|U54       |AB|US Abdomen with Colour/Duplex
1066|US|U55       |AB|US Renal Transplant with Colour/Duplex
348|US|U56       |OT|US Peripheral Arts with Colour/Duplex
270|US|U57       |AB|US Mesenteric Duplex
462|US|U58       |LL|US Long Saphenous Conduit Assessment
463|US|U59       |UA|US Upper Limb Venous Duplex
232|US|U62       |OB|US 1st Trimester (<16 weeks) Pregnancy
229|US|U63       |AB|US Pregnancy with UA Doppler
233|US|U64       |OB|US Vaginal Pregnancy
383|US|U65       |OB|US Multiple Pregnancy
403|US|U66       |OB|US Follow up Multiple Pregnancy
228|US|U67       |OB|US 16-20 Week Pregnancy
316|US|U68       |OB|US 21-27 Week Pregnancy
231|US|U69       |OB|US >27 Week Pregnancy
334|US|U72       |OB|US Pregnancy with Fetal Echocardiography
230|US|U73       |AB|US UA Doppler
400|US|U78       |AB|US Duplex Abdomen Aorta Post Endo Repair
378|US|U79       |AB|US Duplex A/V Dialysis Fistula
111|US|U80       |OB|US Pregnancy with Amniocentesis
421|US|U81       |OB|US Chorionic Villus Sampling
970|US|U82       |OT|US ABSCESS DRAINAGE
971|US|U83       |OT|US BIOPSY
238|US|U84       |OT|US Lower Limb Arterial Duplex
102|US|U85       |OT|US Upper Limb Arterial Duplex
366|US|U86       |OT|US Bypass Graft Duplex
449|US|U87       |OT|US Post PTA Arterial Duplex
187|US|U88       |OT|US Venous Insuficiency Duplex
338|US|U89       |AB|US Aortic Surveillance
60|US|U90       |OB|US Vaginal Pelvis
393|US|U91       |OT|US Intra Operative
136|US|U92       |OT|US Guided Biopsy (non renal)
958|US|U92I      |OT|US Interventional
98|US|U93       |AB|US Guided Renal Biopsy
129|US|U94       |OT|US Guided Misc Procs
362|US|U95       |OT|US Cyst Aspiration (CWH)
373|US|U96       |AB|US Pelvis with Contrast
351|US|U98       |AB|US Urinary Tract/Plain X-Ray (CRG only)
7244|US|US1062    |WR|US Bilateral Wrists or Hands
7036|US|USADDREG  |OT|US Additional Region
3240|US|UZ10      |OT|Unsuccessful US - report
7186|US|UZ11      |OT|Unsuccessful US - no report
7531|US|Z99       |NA|BWD Ultrasound Guided IV - NO REPORT
8299|US|ZBRMONOV  |OT|ZBRMONOVISC^MONOVISC (product only)
8907|US|ZBRPRPHA  |OT|ZBRPRPHA^US- US Guided PRP + HA
8140|US|ZBRUS002  |OT|ZBRUS002^US- Thyroid / Neck
8253|US|ZBRUS003  |OT|ZBRUS003^US- Salivary Gland
8297|US|ZBRUS005  |OT|ZBRUS005^US- Renal Doppler
8152|US|ZBRUS006  |OT|ZBRUS006^US- Renal
8127|US|ZBRUS008  |OT|ZBRUS008^US- Abdomen
8180|US|ZBRUS009  |OT|ZBRUS009^US- Abdomen & Pelvis
8338|US|ZBRUS010  |OT|ZBRUS010^US- Abdomen & Pelvis (incl TV)
8386|US|ZBRUS011  |OT|ZBRUS011^US-Abdominal/Pelvis Doppler
8165|US|ZBRUS012  |OT|ZBRUS012^US- Pelvis
8154|US|ZBRUS013  |OT|ZBRUS013^US- Pelvis (incl TV)
8206|US|ZBRUS014  |OT|ZBRUS014^US- Scrotum and Testis
8155|US|ZBRUS015  |OT|ZBRUS015^US- Hip Unilateral
8874|US|ZBRUS016  |OT|ZBRUS016^US- Hips Bilateral
8153|US|ZBRUS017  |OT|ZBRUS017^US- Shoulder Unilateral
8352|US|ZBRUS018  |OT|ZBRUS018^US- Shoulder Bilateral
8126|US|ZBRUS019  |OT|ZBRUS019^US- MSK
8204|US|ZBRUS020  |OT|ZBRUS020^US- Soft Tissue
8266|US|ZBRUS021  |OT|ZBRUS021^US- Foreign Body
8333|US|ZBRUS022  |OT|ZBRUS022^US- Skeletal Miscellaneous
8246|US|ZBRUS023  |OT|ZBRUS023^US- Miscellaneous
8219|US|ZBRUS026  |OT|ZBRUS026^US- Abdominal Aorta
8298|US|ZBRUS027  |OT|ZBRUS027^US- Carotid Doppler
8146|US|ZBRUS028  |OT|ZBRUS028^US- Leg veins Unilateral
8339|US|ZBRUS029  |OT|ZBRUS029^US- Leg Veins Additional Limb (
8222|US|ZBRUS030  |OT|ZBRUS030^US- Leg Veins Bilateral
8898|US|ZBRUS031  |OT|ZBRUS031^US- Arm Veins Unilateral
8242|US|ZBRUS034  |OT|ZBRUS034^US- Arterial Doppler of Limb
8391|US|ZBRUS035  |OT|ZBRUS035^US- Arterial Doppler Add Limb A
8245|US|ZBRUS040  |OT|ZBRUS040^US- Ultrasound Guided FNA
8120|US|ZBRUS041  |OT|ZBRUS041^US- US Guided INJ/ASP (Speciali
8336|US|ZBRUS04101|OT|ZBRUS041A^US- US Guided INJ/ASP (ACC Sec
8122|US|ZBRUS042  |OT|ZBRUS042^US- US Guided Injection/Aspirat
8256|US|ZBRUS043  |OT|ZBRUS043^US- Ultrasound Guided PRP Injec
8166|US|ZBRUS045  |OT|ZBRUS045^US- Additional Region
8123|US|ZBRUS046  |OT|ZBRUS046A^ACC US Inj Surcharge CHCH
8128|US|ZBRUS04601|OT|ZBRUS046^ACC Surcharge
9048|US|ZBRUS048  |OT|ZBRUS048^US- USB (BR USB ONLY)
8186|US|ZBRUS050  |OT|ZBRUS050^US Pregnancy
8187|US|ZBRUS051  |OT|ZBRUS051^Pregnancy Surcharge
8346|US|ZBRUS05101|OT|ZBRUS051CH^Pregnancy Surcharge (CH)
8240|US|ZBRUS052  |OT|ZBRUS052^US- Abandoned Procedure - Repor
8227|US|ZBRUS053  |OT|ZBRUS053^US- Groin
8373|US|ZBRUS057  |OT|ZBRUS057^US- Leg veins Unilateral(DVT) S
8270|US|ZBRUS061  |OT|ZBRUS061^US - Pelvis + Renal
8289|US|ZBRUS062  |OT|ZBRUS062^US- Axilla
8272|US|ZBRUS063  |OT|ZBRUS063^US- Breast screening
8193|US|ZBRUS064  |OT|ZBRUS064^US - Breast Diagnostic - Unilat
8197|US|ZBRUS065  |OT|ZBRUS065^US - Breast Diagnostic - Bilate
8261|US|ZBRUS066  |OT|ZBRUS066SX1^US - Guided Breast Biopsy (1
8357|US|ZBRUS06601|OT|ZBRUS066^US - Guided Breast Biopsy (1 le
8371|US|ZBRUS06602|OT|ZBRUS066SX2^US - Guided Breast Biopsy (2
8262|US|ZBRUS071  |OT|ZBRUS071^US - Breast Marker/ clip (post
8354|US|ZBRUS072  |OT|ZBRUS072A^US - Hook wire localisation 1
9049|US|ZBRUS074  |OT|ZBRUS074^US - Ultrasound Guided Core Bio
8198|US|ZBRUS076  |OT|ZBRUS076^US - Additional item - Implants
8190|US|ZBRUSART  |OT|ZBRUSARTHRO^US - Arthrogram (No charge -
8121|US|ZBRUSPRP  |OT|ZBRUSPRP^US PRP INJECTION
8265|US|ZBRUSPRP01|OT|ZBRUSPRP300^US PRP SURCHARGE $300
8368|US|ZBRUSPRP02|OT|ZBRUSPRP140^US PRP SURCHARGE $160
6427|US|ZCBKU01   |OT|ZCBKU01^Diagnostic Ultrasound (bilat)
6429|US|ZCBKU02   |OT|ZCBKU02^Diagnostic Ultrasound (unilat)
6428|US|ZCBKU10   |OT|ZCBKU10^Core Biopsy under Ultrasound
6426|US|ZCBKU30   |OT|ZCBKU30^Ultrasound Breast -Unilateral Di
6415|US|ZCBP10    |OT|ZCBP10^HISTOLOGY-NON RESIDENT
8850|US|ZCBP11    |OT|ZCBP11^FNA-NON RESIDENT
3693|US|ZCBU01    |OT|ZCBU01^Diagnostic Ultrasound (bilat)
3698|US|ZCBU02    |OT|ZCBU02^Diagnostic Ultrasound (unilat)
3703|US|ZCBU06    |OT|ZCBU06^Recall - ultrasound (part)
3789|US|ZCBU07    |OT|ZCBU07^Cyst Aspiration - Radiologist
3697|US|ZCBU08    |OT|ZCBU08^FNA Under Ultrasound
3730|US|ZCBU09    |OT|ZCBU09^U/S Guided FNA per addt lesion
3696|US|ZCBU10    |OT|ZCBU10^Core Biopsy under Ultrasound
